"Date","State","District","Confirmed","Recovered","Deceased","Other","Tested","Daily_confirmed","Daily_Recovered","Daily_Deceased"
2021-04-27,"Rajasthan","Ajmer",25989,20458,258,0,261215,630,566,4
2021-04-27,"Rajasthan","Alwar",34657,25139,103,0,291879,1358,591,5
2021-04-27,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2021-04-27,"Rajasthan","Banswara",5992,3486,52,0,48781,280,45,1
2021-04-27,"Rajasthan","Baran",6026,3483,43,0,46168,271,110,0
2021-04-27,"Rajasthan","Barmer",7544,5207,67,0,113868,209,0,4
2021-04-27,"Rajasthan","Bharatpur",10979,9831,134,0,201441,139,67,3
2021-04-27,"Rajasthan","Bhilwara",19955,11962,52,0,148764,411,0,0
2021-04-27,"Rajasthan","Bikaner",26181,20275,216,0,278302,350,222,8
2021-04-27,"Rajasthan","Bundi",4807,3360,23,0,58167,205,26,0
2021-04-27,"Rajasthan","Chittorgarh",8750,6257,65,0,116002,305,234,1
2021-04-27,"Rajasthan","Churu",6889,4548,51,0,131700,111,40,1
2021-04-27,"Rajasthan","Dausa",5545,3625,34,0,61680,395,566,1
2021-04-27,"Rajasthan","Dholpur",7114,4724,31,0,121308,36,117,0
2021-04-27,"Rajasthan","Dungarpur",11513,9738,51,0,121917,229,287,2
2021-04-27,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2021-04-27,"Rajasthan","Ganganagar",9183,7217,49,0,80706,211,0,3
2021-04-27,"Rajasthan","Hanumangarh",6562,3513,15,0,82542,448,0,0
2021-04-27,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2021-04-27,"Rajasthan","Jaipur",100651,68325,659,0,968783,3289,989,21
2021-04-27,"Rajasthan","Jaisalmer",3732,2277,26,0,80082,178,0,0
2021-04-27,"Rajasthan","Jalore",7492,6108,63,0,184172,179,34,1
2021-04-27,"Rajasthan","Jhalawar",6419,4635,54,0,97163,227,60,2
2021-04-27,"Rajasthan","Jhunjhunu",6003,4769,64,0,123433,165,0,2
2021-04-27,"Rajasthan","Jodhpur",72807,53935,497,0,600959,1924,889,22
2021-04-27,"Rajasthan","Karauli",3341,1955,31,0,64481,178,100,0
2021-04-27,"Rajasthan","Kota",39600,30786,264,0,355509,701,832,6
2021-04-27,"Rajasthan","Nagaur",12670,11359,119,0,229822,178,101,1
2021-04-27,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2021-04-27,"Rajasthan","Pali",16591,12625,145,0,179463,501,281,5
2021-04-27,"Rajasthan","Pratapgarh",3498,1770,27,0,52208,214,23,1
2021-04-27,"Rajasthan","Rajsamand",9612,5633,69,0,91975,350,0,1
2021-04-27,"Rajasthan","Sawai Madhopur",6003,2405,34,0,84683,322,0,0
2021-04-27,"Rajasthan","Sikar",15036,9708,135,0,165042,750,105,6
2021-04-27,"Rajasthan","Sirohi",8560,4749,40,0,84616,276,123,4
2021-04-27,"Rajasthan","Tonk",5624,3886,43,0,74225,188,6,2
2021-04-27,"Rajasthan","Udaipur",31302,19930,253,0,251522,881,1012,14
2021-04-26,"Rajasthan","Ajmer",25359,19892,254,0,261215,640,258,2
2021-04-26,"Rajasthan","Alwar",33299,24548,98,0,291879,1621,271,2
2021-04-26,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2021-04-26,"Rajasthan","Banswara",5712,3441,51,0,48781,605,58,2
2021-04-26,"Rajasthan","Baran",5755,3373,43,0,46168,201,120,1
2021-04-26,"Rajasthan","Barmer",7335,5207,63,0,113868,202,0,0
2021-04-26,"Rajasthan","Bharatpur",10840,9764,131,0,201441,101,89,2
2021-04-26,"Rajasthan","Bhilwara",19544,11962,52,0,148764,701,332,1
2021-04-26,"Rajasthan","Bikaner",25831,20053,208,0,278302,683,194,6
2021-04-26,"Rajasthan","Bundi",4602,3334,23,0,58167,121,30,0
2021-04-26,"Rajasthan","Chittorgarh",8445,6023,64,0,116002,220,134,2
2021-04-26,"Rajasthan","Churu",6778,4508,50,0,131700,179,33,0
2021-04-26,"Rajasthan","Dausa",5150,3059,33,0,61680,354,112,1
2021-04-26,"Rajasthan","Dholpur",7078,4607,31,0,121308,99,347,0
2021-04-26,"Rajasthan","Dungarpur",11284,9451,49,0,121917,134,74,2
2021-04-26,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2021-04-26,"Rajasthan","Ganganagar",8972,7217,46,0,80706,230,0,1
2021-04-26,"Rajasthan","Hanumangarh",6114,3513,15,0,82542,310,131,0
2021-04-26,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2021-04-26,"Rajasthan","Jaipur",97362,67336,638,0,968783,2878,961,11
2021-04-26,"Rajasthan","Jaisalmer",3554,2277,26,0,80082,176,28,0
2021-04-26,"Rajasthan","Jalore",7313,6074,62,0,184172,175,2,0
2021-04-26,"Rajasthan","Jhalawar",6192,4575,52,0,97163,204,33,3
2021-04-26,"Rajasthan","Jhunjhunu",5838,4769,62,0,123433,95,0,0
2021-04-26,"Rajasthan","Jodhpur",70883,53046,475,0,600959,1711,847,15
2021-04-26,"Rajasthan","Karauli",3163,1855,31,0,64481,112,0,1
2021-04-26,"Rajasthan","Kota",38899,29954,258,0,355509,955,996,5
2021-04-26,"Rajasthan","Nagaur",12492,11258,118,0,229822,124,78,2
2021-04-26,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2021-04-26,"Rajasthan","Pali",16090,12344,140,0,179463,794,93,3
2021-04-26,"Rajasthan","Pratapgarh",3284,1747,26,0,52208,139,52,1
2021-04-26,"Rajasthan","Rajsamand",9262,5633,68,0,91975,601,120,2
2021-04-26,"Rajasthan","Sawai Madhopur",5681,2405,34,0,84683,388,146,1
2021-04-26,"Rajasthan","Sikar",14286,9603,129,0,165042,778,95,4
2021-04-26,"Rajasthan","Sirohi",8284,4626,36,0,84616,89,71,0
2021-04-26,"Rajasthan","Tonk",5436,3880,41,0,74225,150,0,1
2021-04-26,"Rajasthan","Udaipur",30421,18918,239,0,251522,668,711,13
2021-04-25,"Rajasthan","Ajmer",24719,19634,252,0,261215,706,258,2
2021-04-25,"Rajasthan","Alwar",31678,24277,96,0,291879,1324,361,1
2021-04-25,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2021-04-25,"Rajasthan","Banswara",5107,3383,49,0,48781,438,46,2
2021-04-25,"Rajasthan","Baran",5554,3253,42,0,46168,189,48,1
2021-04-25,"Rajasthan","Barmer",7133,5207,63,0,113868,226,14,1
2021-04-25,"Rajasthan","Bharatpur",10739,9675,129,0,201441,99,72,0
2021-04-25,"Rajasthan","Bhilwara",18843,11630,51,0,148764,555,355,1
2021-04-25,"Rajasthan","Bikaner",25148,19859,202,0,278302,514,156,5
2021-04-25,"Rajasthan","Bundi",4481,3304,23,0,58167,115,34,0
2021-04-25,"Rajasthan","Chittorgarh",8225,5889,62,0,116002,301,157,2
2021-04-25,"Rajasthan","Churu",6599,4475,50,0,131700,244,42,0
2021-04-25,"Rajasthan","Dausa",4796,2947,32,0,61680,214,143,0
2021-04-25,"Rajasthan","Dholpur",6979,4260,31,0,121308,371,61,0
2021-04-25,"Rajasthan","Dungarpur",11150,9377,47,0,121917,234,365,1
2021-04-25,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2021-04-25,"Rajasthan","Ganganagar",8742,7217,45,0,80706,98,0,0
2021-04-25,"Rajasthan","Hanumangarh",5804,3382,15,0,82542,517,38,0
2021-04-25,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2021-04-25,"Rajasthan","Jaipur",94484,66375,627,0,968783,3145,648,13
2021-04-25,"Rajasthan","Jaisalmer",3378,2249,26,0,80082,286,0,0
2021-04-25,"Rajasthan","Jalore",7138,6072,62,0,184172,115,70,0
2021-04-25,"Rajasthan","Jhalawar",5988,4542,49,0,97163,121,48,2
2021-04-25,"Rajasthan","Jhunjhunu",5743,4769,62,0,123433,88,46,1
2021-04-25,"Rajasthan","Jodhpur",69172,52199,460,0,600959,1411,820,12
2021-04-25,"Rajasthan","Karauli",3051,1855,30,0,64481,135,53,0
2021-04-25,"Rajasthan","Kota",37944,28958,253,0,355509,701,1102,7
2021-04-25,"Rajasthan","Nagaur",12368,11180,116,0,229822,95,84,1
2021-04-25,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2021-04-25,"Rajasthan","Pali",15296,12251,137,0,179463,667,62,6
2021-04-25,"Rajasthan","Pratapgarh",3145,1695,25,0,52208,192,48,0
2021-04-25,"Rajasthan","Rajsamand",8661,5513,66,0,91975,111,137,0
2021-04-25,"Rajasthan","Sawai Madhopur",5293,2259,33,0,84683,609,114,0
2021-04-25,"Rajasthan","Sikar",13508,9508,125,0,165042,595,114,5
2021-04-25,"Rajasthan","Sirohi",8195,4555,36,0,84616,195,223,3
2021-04-25,"Rajasthan","Tonk",5286,3880,40,0,74225,95,12,0
2021-04-25,"Rajasthan","Udaipur",29753,18207,226,0,251522,1103,918,8
2021-04-24,"Rajasthan","Ajmer",24013,19376,250,0,261215,640,247,2
2021-04-24,"Rajasthan","Alwar",30354,23916,95,0,291879,891,279,2
2021-04-24,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2021-04-24,"Rajasthan","Banswara",4669,3337,47,0,48781,237,61,2
2021-04-24,"Rajasthan","Baran",5365,3205,41,0,46168,95,94,0
2021-04-24,"Rajasthan","Barmer",6907,5193,62,0,113868,409,0,1
2021-04-24,"Rajasthan","Bharatpur",10640,9603,129,0,201441,101,68,2
2021-04-24,"Rajasthan","Bhilwara",18288,11275,50,0,148764,605,0,1
2021-04-24,"Rajasthan","Bikaner",24634,19703,197,0,278302,669,115,3
2021-04-24,"Rajasthan","Bundi",4366,3270,23,0,58167,105,35,0
2021-04-24,"Rajasthan","Chittorgarh",7924,5732,60,0,116002,298,118,1
2021-04-24,"Rajasthan","Churu",6355,4433,50,0,131700,232,27,1
2021-04-24,"Rajasthan","Dausa",4582,2804,32,0,61680,261,27,1
2021-04-24,"Rajasthan","Dholpur",6608,4199,31,0,121308,441,42,0
2021-04-24,"Rajasthan","Dungarpur",10916,9012,46,0,121917,254,438,0
2021-04-24,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2021-04-24,"Rajasthan","Ganganagar",8644,7217,45,0,80706,191,0,0
2021-04-24,"Rajasthan","Hanumangarh",5287,3344,15,0,82542,308,0,1
2021-04-24,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2021-04-24,"Rajasthan","Jaipur",91339,65727,614,0,968783,3260,657,9
2021-04-24,"Rajasthan","Jaisalmer",3092,2249,26,0,80082,111,0,0
2021-04-24,"Rajasthan","Jalore",7023,6002,62,0,184172,99,86,1
2021-04-24,"Rajasthan","Jhalawar",5867,4494,47,0,97163,109,38,3
2021-04-24,"Rajasthan","Jhunjhunu",5655,4723,61,0,123433,86,58,0
2021-04-24,"Rajasthan","Jodhpur",67761,51379,448,0,600959,2015,890,11
2021-04-24,"Rajasthan","Karauli",2916,1802,30,0,64481,162,47,3
2021-04-24,"Rajasthan","Kota",37243,27856,246,0,355509,962,401,8
2021-04-24,"Rajasthan","Nagaur",12273,11096,115,0,229822,121,62,1
2021-04-24,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2021-04-24,"Rajasthan","Pali",14629,12189,131,0,179463,145,150,9
2021-04-24,"Rajasthan","Pratapgarh",2953,1647,25,0,52208,101,52,0
2021-04-24,"Rajasthan","Rajsamand",8550,5376,66,0,91975,278,0,1
2021-04-24,"Rajasthan","Sawai Madhopur",4684,2145,33,0,84683,101,19,0
2021-04-24,"Rajasthan","Sikar",12913,9394,120,0,165042,540,25,5
2021-04-24,"Rajasthan","Sirohi",8000,4332,33,0,84616,310,30,0
2021-04-24,"Rajasthan","Tonk",5191,3868,40,0,74225,123,0,0
2021-04-24,"Rajasthan","Udaipur",28650,17289,218,0,251522,1095,893,6
2021-04-23,"Rajasthan","Ajmer",23373,19129,248,0,261215,601,239,3
2021-04-23,"Rajasthan","Alwar",29463,23637,93,0,291879,701,187,3
2021-04-23,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2021-04-23,"Rajasthan","Banswara",4432,3276,45,0,48781,188,61,0
2021-04-23,"Rajasthan","Baran",5270,3111,41,0,46168,134,72,1
2021-04-23,"Rajasthan","Barmer",6498,5193,61,0,113868,195,0,0
2021-04-23,"Rajasthan","Bharatpur",10539,9535,127,0,201441,102,79,1
2021-04-23,"Rajasthan","Bhilwara",17683,11275,49,0,148764,511,0,2
2021-04-23,"Rajasthan","Bikaner",23965,19588,194,0,278302,612,104,3
2021-04-23,"Rajasthan","Bundi",4261,3235,23,0,58167,105,38,0
2021-04-23,"Rajasthan","Chittorgarh",7626,5614,59,0,116002,301,142,2
2021-04-23,"Rajasthan","Churu",6123,4406,49,0,131700,123,0,0
2021-04-23,"Rajasthan","Dausa",4321,2777,31,0,61680,192,34,0
2021-04-23,"Rajasthan","Dholpur",6167,4157,31,0,121308,350,50,1
2021-04-23,"Rajasthan","Dungarpur",10662,8574,46,0,121917,245,169,1
2021-04-23,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2021-04-23,"Rajasthan","Ganganagar",8453,7217,45,0,80706,338,0,0
2021-04-23,"Rajasthan","Hanumangarh",4979,3344,14,0,82542,288,38,0
2021-04-23,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2021-04-23,"Rajasthan","Jaipur",88079,65070,605,0,968783,3036,767,13
2021-04-23,"Rajasthan","Jaisalmer",2981,2249,26,0,80082,115,0,1
2021-04-23,"Rajasthan","Jalore",6924,5916,61,0,184172,103,53,1
2021-04-23,"Rajasthan","Jhalawar",5758,4456,44,0,97163,163,6,1
2021-04-23,"Rajasthan","Jhunjhunu",5569,4665,61,0,123433,85,14,0
2021-04-23,"Rajasthan","Jodhpur",65746,50489,437,0,600959,1711,688,14
2021-04-23,"Rajasthan","Karauli",2754,1755,27,0,64481,73,33,1
2021-04-23,"Rajasthan","Kota",36281,27455,238,0,355509,1051,976,5
2021-04-23,"Rajasthan","Nagaur",12152,11034,114,0,229822,95,72,1
2021-04-23,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2021-04-23,"Rajasthan","Pali",14484,12039,122,0,179463,951,51,0
2021-04-23,"Rajasthan","Pratapgarh",2852,1595,25,0,52208,355,17,0
2021-04-23,"Rajasthan","Rajsamand",8272,5376,65,0,91975,157,130,1
2021-04-23,"Rajasthan","Sawai Madhopur",4583,2126,33,0,84683,459,0,0
2021-04-23,"Rajasthan","Sikar",12373,9369,115,0,165042,585,16,0
2021-04-23,"Rajasthan","Sirohi",7690,4302,33,0,84616,405,338,0
2021-04-23,"Rajasthan","Tonk",5068,3868,40,0,74225,145,0,0
2021-04-23,"Rajasthan","Udaipur",27555,16396,212,0,251522,923,823,9
2021-04-22,"Rajasthan","Ajmer",22772,18890,245,0,261215,623,172,1
2021-04-22,"Rajasthan","Alwar",28762,23450,90,0,291879,756,327,1
2021-04-22,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2021-04-22,"Rajasthan","Banswara",4244,3215,45,0,48781,235,31,0
2021-04-22,"Rajasthan","Baran",5136,3039,40,0,46168,292,35,1
2021-04-22,"Rajasthan","Barmer",6303,5193,61,0,113868,333,0,1
2021-04-22,"Rajasthan","Bharatpur",10437,9456,126,0,201441,132,69,2
2021-04-22,"Rajasthan","Bhilwara",17172,11275,47,0,148764,602,0,2
2021-04-22,"Rajasthan","Bikaner",23353,19484,191,0,278302,634,71,3
2021-04-22,"Rajasthan","Bundi",4156,3197,23,0,58167,127,17,0
2021-04-22,"Rajasthan","Chittorgarh",7325,5472,57,0,116002,270,288,3
2021-04-22,"Rajasthan","Churu",6000,4406,49,0,131700,350,0,0
2021-04-22,"Rajasthan","Dausa",4129,2743,31,0,61680,301,0,0
2021-04-22,"Rajasthan","Dholpur",5817,4107,30,0,121308,148,53,0
2021-04-22,"Rajasthan","Dungarpur",10417,8405,45,0,121917,287,358,1
2021-04-22,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2021-04-22,"Rajasthan","Ganganagar",8115,7217,45,0,80706,160,29,0
2021-04-22,"Rajasthan","Hanumangarh",4691,3306,14,0,82542,127,0,0
2021-04-22,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2021-04-22,"Rajasthan","Jaipur",85043,64303,592,0,968783,2317,658,11
2021-04-22,"Rajasthan","Jaisalmer",2866,2249,25,0,80082,106,5,0
2021-04-22,"Rajasthan","Jalore",6821,5863,60,0,184172,115,47,1
2021-04-22,"Rajasthan","Jhalawar",5595,4450,43,0,97163,149,29,2
2021-04-22,"Rajasthan","Jhunjhunu",5484,4651,61,0,123433,49,7,2
2021-04-22,"Rajasthan","Jodhpur",64035,49801,423,0,600959,1921,212,10
2021-04-22,"Rajasthan","Karauli",2681,1722,26,0,64481,164,30,0
2021-04-22,"Rajasthan","Kota",35230,26479,233,0,355509,1126,581,6
2021-04-22,"Rajasthan","Nagaur",12057,10962,113,0,229822,168,60,2
2021-04-22,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2021-04-22,"Rajasthan","Pali",13533,11988,122,0,179463,345,31,0
2021-04-22,"Rajasthan","Pratapgarh",2497,1578,25,0,52208,85,40,0
2021-04-22,"Rajasthan","Rajsamand",8115,5246,64,0,91975,306,0,0
2021-04-22,"Rajasthan","Sawai Madhopur",4124,2126,33,0,84683,133,0,2
2021-04-22,"Rajasthan","Sikar",11788,9353,115,0,165042,395,95,2
2021-04-22,"Rajasthan","Sirohi",7285,3964,33,0,84616,281,85,1
2021-04-22,"Rajasthan","Tonk",4923,3868,40,0,74225,216,0,0
2021-04-22,"Rajasthan","Udaipur",26632,15573,203,0,251522,1215,288,5
2021-04-21,"Rajasthan","Ajmer",22149,18718,244,0,261215,345,167,1
2021-04-21,"Rajasthan","Alwar",28006,23123,89,0,291879,915,180,1
2021-04-21,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2021-04-21,"Rajasthan","Banswara",4009,3184,45,0,48781,201,56,1
2021-04-21,"Rajasthan","Baran",4844,3004,39,0,46168,265,68,1
2021-04-21,"Rajasthan","Barmer",5970,5193,60,0,113868,199,0,2
2021-04-21,"Rajasthan","Bharatpur",10305,9387,124,0,201441,115,50,1
2021-04-21,"Rajasthan","Bhilwara",16570,11275,45,0,148764,659,0,0
2021-04-21,"Rajasthan","Bikaner",22719,19413,188,0,278302,603,65,3
2021-04-21,"Rajasthan","Bundi",4029,3180,23,0,58167,81,19,0
2021-04-21,"Rajasthan","Chittorgarh",7055,5184,54,0,116002,214,116,2
2021-04-21,"Rajasthan","Churu",5650,4406,49,0,131700,428,0,1
2021-04-21,"Rajasthan","Dausa",3828,2743,31,0,61680,272,62,0
2021-04-21,"Rajasthan","Dholpur",5669,4054,30,0,121308,179,55,0
2021-04-21,"Rajasthan","Dungarpur",10130,8047,44,0,121917,301,434,1
2021-04-21,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2021-04-21,"Rajasthan","Ganganagar",7955,7188,45,0,80706,114,140,1
2021-04-21,"Rajasthan","Hanumangarh",4564,3306,14,0,82542,199,24,0
2021-04-21,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2021-04-21,"Rajasthan","Jaipur",82726,63645,581,0,968783,3101,551,5
2021-04-21,"Rajasthan","Jaisalmer",2760,2244,25,0,80082,75,0,0
2021-04-21,"Rajasthan","Jalore",6706,5816,59,0,184172,98,62,1
2021-04-21,"Rajasthan","Jhalawar",5446,4421,41,0,97163,203,76,3
2021-04-21,"Rajasthan","Jhunjhunu",5435,4644,59,0,123433,78,0,1
2021-04-21,"Rajasthan","Jodhpur",62114,49589,413,0,600959,1523,348,18
2021-04-21,"Rajasthan","Karauli",2517,1692,26,0,64481,108,0,0
2021-04-21,"Rajasthan","Kota",34104,25898,227,0,355509,1121,594,5
2021-04-21,"Rajasthan","Nagaur",11889,10902,111,0,229822,111,65,1
2021-04-21,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2021-04-21,"Rajasthan","Pali",13188,11957,122,0,179463,171,202,1
2021-04-21,"Rajasthan","Pratapgarh",2412,1538,25,0,52208,52,0,0
2021-04-21,"Rajasthan","Rajsamand",7809,5246,64,0,91975,273,0,1
2021-04-21,"Rajasthan","Sawai Madhopur",3991,2126,31,0,84683,402,0,1
2021-04-21,"Rajasthan","Sikar",11393,9258,113,0,165042,380,15,1
2021-04-21,"Rajasthan","Sirohi",7004,3879,32,0,84616,601,73,0
2021-04-21,"Rajasthan","Tonk",4707,3868,40,0,74225,134,133,1
2021-04-21,"Rajasthan","Udaipur",25417,15285,198,0,251522,1101,210,8
2021-04-20,"Rajasthan","Ajmer",21804,18551,243,0,261215,439,149,1
2021-04-20,"Rajasthan","Alwar",27091,22943,88,0,291879,650,162,2
2021-04-20,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2021-04-20,"Rajasthan","Banswara",3808,3128,44,0,48781,120,56,0
2021-04-20,"Rajasthan","Baran",4579,2936,38,0,46168,255,48,0
2021-04-20,"Rajasthan","Barmer",5771,5193,58,0,113868,110,15,0
2021-04-20,"Rajasthan","Bharatpur",10190,9337,123,0,201441,90,29,0
2021-04-20,"Rajasthan","Bhilwara",15911,11275,45,0,148764,475,0,1
2021-04-20,"Rajasthan","Bikaner",22116,19348,185,0,278302,401,73,2
2021-04-20,"Rajasthan","Bundi",3948,3161,23,0,58167,134,18,1
2021-04-20,"Rajasthan","Chittorgarh",6841,5068,52,0,116002,214,66,2
2021-04-20,"Rajasthan","Churu",5222,4406,48,0,131700,205,0,1
2021-04-20,"Rajasthan","Dausa",3556,2681,31,0,61680,244,80,2
2021-04-20,"Rajasthan","Dholpur",5490,3999,30,0,121308,202,104,0
2021-04-20,"Rajasthan","Dungarpur",9829,7613,43,0,121917,355,87,1
2021-04-20,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2021-04-20,"Rajasthan","Ganganagar",7841,7048,44,0,80706,28,27,0
2021-04-20,"Rajasthan","Hanumangarh",4365,3282,14,0,82542,141,0,0
2021-04-20,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2021-04-20,"Rajasthan","Jaipur",79625,63094,576,0,968783,1875,413,9
2021-04-20,"Rajasthan","Jaisalmer",2685,2244,25,0,80082,65,0,0
2021-04-20,"Rajasthan","Jalore",6608,5754,58,0,184172,65,26,0
2021-04-20,"Rajasthan","Jhalawar",5243,4345,38,0,97163,123,23,1
2021-04-20,"Rajasthan","Jhunjhunu",5357,4644,58,0,123433,138,0,1
2021-04-20,"Rajasthan","Jodhpur",60591,49241,395,0,600959,1545,423,17
2021-04-20,"Rajasthan","Karauli",2409,1692,26,0,64481,100,33,0
2021-04-20,"Rajasthan","Kota",32983,25304,222,0,355509,1382,635,10
2021-04-20,"Rajasthan","Nagaur",11778,10837,110,0,229822,185,57,1
2021-04-20,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2021-04-20,"Rajasthan","Pali",13017,11755,121,0,179463,340,144,1
2021-04-20,"Rajasthan","Pratapgarh",2360,1538,25,0,52208,93,22,0
2021-04-20,"Rajasthan","Rajsamand",7536,5246,63,0,91975,251,122,1
2021-04-20,"Rajasthan","Sawai Madhopur",3589,2126,30,0,84683,106,0,1
2021-04-20,"Rajasthan","Sikar",11013,9243,112,0,165042,288,24,1
2021-04-20,"Rajasthan","Sirohi",6403,3806,32,0,84616,475,0,0
2021-04-20,"Rajasthan","Tonk",4573,3735,39,0,74225,175,105,1
2021-04-20,"Rajasthan","Udaipur",24316,15075,190,0,251522,932,266,7
2021-04-19,"Rajasthan","Ajmer",21365,18402,242,0,261215,403,116,1
2021-04-19,"Rajasthan","Alwar",26441,22781,86,0,291879,701,135,0
2021-04-19,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2021-04-19,"Rajasthan","Banswara",3688,3072,44,0,48781,92,61,0
2021-04-19,"Rajasthan","Baran",4324,2888,38,0,46168,187,17,0
2021-04-19,"Rajasthan","Barmer",5661,5178,58,0,113868,101,19,0
2021-04-19,"Rajasthan","Bharatpur",10100,9308,123,0,201441,152,0,2
2021-04-19,"Rajasthan","Bhilwara",15436,11275,44,0,148764,550,255,1
2021-04-19,"Rajasthan","Bikaner",21715,19275,183,0,278302,401,31,3
2021-04-19,"Rajasthan","Bundi",3814,3143,22,0,58167,67,19,0
2021-04-19,"Rajasthan","Chittorgarh",6627,5002,50,0,116002,280,0,0
2021-04-19,"Rajasthan","Churu",5017,4406,47,0,131700,133,1,0
2021-04-19,"Rajasthan","Dausa",3312,2601,29,0,61680,187,41,0
2021-04-19,"Rajasthan","Dholpur",5288,3895,30,0,121308,399,23,0
2021-04-19,"Rajasthan","Dungarpur",9474,7526,42,0,121917,243,189,0
2021-04-19,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2021-04-19,"Rajasthan","Ganganagar",7813,7021,44,0,80706,142,21,0
2021-04-19,"Rajasthan","Hanumangarh",4224,3282,14,0,82542,117,0,0
2021-04-19,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2021-04-19,"Rajasthan","Jaipur",77750,62681,567,0,968783,2011,528,11
2021-04-19,"Rajasthan","Jaisalmer",2620,2244,25,0,80082,85,0,0
2021-04-19,"Rajasthan","Jalore",6543,5728,58,0,184172,123,24,0
2021-04-19,"Rajasthan","Jhalawar",5120,4322,37,0,97163,167,49,2
2021-04-19,"Rajasthan","Jhunjhunu",5219,4644,57,0,123433,150,20,0
2021-04-19,"Rajasthan","Jodhpur",59046,48818,378,0,600959,1641,80,13
2021-04-19,"Rajasthan","Karauli",2309,1659,26,0,64481,129,4,1
2021-04-19,"Rajasthan","Kota",31601,24669,212,0,355509,1307,365,6
2021-04-19,"Rajasthan","Nagaur",11593,10780,109,0,229822,148,48,2
2021-04-19,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2021-04-19,"Rajasthan","Pali",12677,11611,120,0,179463,183,64,2
2021-04-19,"Rajasthan","Pratapgarh",2267,1516,25,0,52208,197,10,0
2021-04-19,"Rajasthan","Rajsamand",7285,5124,62,0,91975,242,12,1
2021-04-19,"Rajasthan","Sawai Madhopur",3483,2126,29,0,84683,174,12,0
2021-04-19,"Rajasthan","Sikar",10725,9219,111,0,165042,248,55,0
2021-04-19,"Rajasthan","Sirohi",5928,3806,32,0,84616,202,12,0
2021-04-19,"Rajasthan","Tonk",4398,3630,38,0,74225,103,8,0
2021-04-19,"Rajasthan","Udaipur",23384,14809,183,0,251522,702,189,8
2021-04-18,"Rajasthan","Ajmer",20962,18286,241,0,261215,350,87,0
2021-04-18,"Rajasthan","Alwar",25740,22646,86,0,291879,546,174,2
2021-04-18,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2021-04-18,"Rajasthan","Banswara",3596,3011,44,0,48781,47,42,0
2021-04-18,"Rajasthan","Baran",4137,2871,38,0,46168,112,21,0
2021-04-18,"Rajasthan","Barmer",5560,5159,58,0,113868,53,52,0
2021-04-18,"Rajasthan","Bharatpur",9948,9308,121,0,201441,88,27,1
2021-04-18,"Rajasthan","Bhilwara",14886,11020,43,0,148764,550,0,0
2021-04-18,"Rajasthan","Bikaner",21314,19244,180,0,278302,330,42,3
2021-04-18,"Rajasthan","Bundi",3747,3124,22,0,58167,98,15,0
2021-04-18,"Rajasthan","Chittorgarh",6347,5002,50,0,116002,95,116,0
2021-04-18,"Rajasthan","Churu",4884,4405,47,0,131700,108,7,2
2021-04-18,"Rajasthan","Dausa",3125,2560,29,0,61680,187,40,1
2021-04-18,"Rajasthan","Dholpur",4889,3872,30,0,121308,127,22,0
2021-04-18,"Rajasthan","Dungarpur",9231,7337,42,0,121917,201,258,1
2021-04-18,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
